"numero";"ano";"requisicao";"data";"id_unidade_requisitante";"unidade_requisitante";"id_unidade_custo";"unidade_custo";"observacoes";"grupo_material";"convenio";"status";"tipo_requisicao";"almoxarifado";"valor"
"27385";"2001";"27385/2001";"27/12/2001";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"
   CARONA  TP  29/01
                    PROC. 40339/01";"EQUIPAMENTOS PARA AUDIO, VIDEO E FOTO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         1.677,19"
"27384";"2001";"27384/2001";"27/12/2001";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"
";"MOBILIARIO EM GERAL";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         2.065,00"
"27383";"2001";"27383/2001";"26/12/2001";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"EQUIPAMENTOS DE PROCESSAMENTOS DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           231,00"
"27382";"2001";"27382/2001";"26/12/2001";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"

CARONA   TP  29/01
                   POC.  40339/01";"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         3.428,00"
"27381";"2001";"27381/2001";"26/12/2001";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"
    TP 31/2001
    PROC. 40348/2001     (CARONA)";"MOBILIARIO EM GERAL";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         4.295,00"
"27371";"2001";"27371/2001";"26/12/2001";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             6,90"
"27370";"2001";"27370/2001";"26/12/2001";"6";"PROAD - DIRETORIA DE CONTABILIDADE E FINANÇAS";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           375,00"
"27365";"2001";"27365/2001";"26/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27363";"2001";"27363/2001";"26/12/2001";"1731";"DMP - SECRETARIA GERAL";"420";"DMP - SEÇÃO DE CADASTRO DE MATERIAL";"
    DL  68/02
    PROC.  40091/02";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27362";"2001";"27362/2001";"26/12/2001";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             2,30"
"27361";"2001";"27361/2001";"26/12/2001";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"253";"NÚCLEO PERMANENTE DE CONCURSOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             9,20"
"27359";"2001";"27359/2001";"21/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            17,78"
"27358";"2001";"27358/2001";"21/12/2001";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$         2.001,81"
"27356";"2001";"27356/2001";"21/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             5,36"
"27353";"2001";"27353/2001";"21/12/2001";"283";"EDITORA UNIVERSITÁRIA";"283";"EDITORA UNIVERSITÁRIA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            11,50"
"27352";"2001";"27352/2001";"21/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           153,87"
"27351";"2001";"27351/2001";"21/12/2001";"1481";"PRÓ-REITORIA DE PESQUISA";"1481";"PRÓ-REITORIA DE PESQUISA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            11,50"
"27350";"2001";"27350/2001";"21/12/2001";"317";"DAP - SECRETARIA ADMINISTRATIVA";"317";"DAP - SECRETARIA ADMINISTRATIVA";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            17,25"
"27349";"2001";"27349/2001";"21/12/2001";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            17,25"
"27348";"2001";"27348/2001";"21/12/2001";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$         4.341,74"
"27347";"2001";"27347/2001";"21/12/2001";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$         1.560,00"
"27345";"2001";"27345/2001";"21/12/2001";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27344";"2001";"27344/2001";"20/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           152,86"
"27343";"2001";"27343/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           136,37"
"27342";"2001";"27342/2001";"20/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            70,83"
"27341";"2001";"27341/2001";"20/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            79,45"
"27340";"2001";"27340/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             0,00"
"27339";"2001";"27339/2001";"20/12/2001";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"1751";"DEPARTAMENTO DE ASSISTENCIA AO SERVIDOR - APAGAR";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           134,00"
"27338";"2001";"27338/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           116,61"
"27336";"2001";"27336/2001";"20/12/2001";"263";"AUDITORIA INTERNA";"262";"GABINETE DO REITOR";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            38,24"
"27335";"2001";"27335/2001";"20/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            28,47"
"27333";"2001";"27333/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           155,22"
"27331";"2001";"27331/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           245,01"
"27330";"2001";"27330/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           301,08"
"27324";"2001";"27324/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           119,68"
"27323";"2001";"27323/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             5,90"
"27322";"2001";"27322/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            66,88"
"27321";"2001";"27321/2001";"20/12/2001";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"MATERIAL DE PROCESSAMENTO DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$             9,80"
"27320";"2001";"27320/2001";"20/12/2001";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            16,00"
"27318";"2001";"27318/2001";"20/12/2001";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           115,00"
"27317";"2001";"27317/2001";"20/12/2001";"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           547,27"
"27316";"2001";"27316/2001";"20/12/2001";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            56,00"
"27315";"2001";"27315/2001";"20/12/2001";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            17,25"
"27314";"2001";"27314/2001";"20/12/2001";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            36,30"
"27313";"2001";"27313/2001";"20/12/2001";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           384,40"
"27311";"2001";"27311/2001";"20/12/2001";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            24,15"
"27310";"2001";"27310/2001";"20/12/2001";"6";"PROAD - DIRETORIA DE CONTABILIDADE E FINANÇAS";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            11,50"
"27309";"2001";"27309/2001";"19/12/2001";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"MOBILIARIO EM GERAL";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         1.065,00"
"27308";"2001";"27308/2001";"19/12/2001";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           190,00"
"27307";"2001";"27307/2001";"19/12/2001";"420";"DMP - SEÇÃO DE CADASTRO DE MATERIAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"EQUIPAMENTOS DE PROCESSAMENTOS DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           419,00"
"27304";"2001";"27304/2001";"19/12/2001";"420";"DMP - SEÇÃO DE CADASTRO DE MATERIAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"MAQUINAS E EQUIPAMENTOS ENERGETICOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$           642,60"
"27303";"2001";"27303/2001";"19/12/2001";"420";"DMP - SEÇÃO DE CADASTRO DE MATERIAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"EQUIPAMENTOS DE PROCESSAMENTOS DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         5.384,00"
"27296";"2001";"27296/2001";"19/12/2001";"1791";"CONVÊNIO CAPES PROAP 2005";"1791";"CONVÊNIO CAPES PROAP 2005";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           168,00"
"27295";"2001";"27295/2001";"19/12/2001";"1731";"DMP - SECRETARIA GERAL";"1423";"DIRETORIA DE LOGÍSTICA - PROAD";"";"GAS ENGARRAFADO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            28,00"
"27291";"2001";"27291/2001";"19/12/2001";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            43,79"
"27290";"2001";"27290/2001";"19/12/2001";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27289";"2001";"27289/2001";"19/12/2001";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"
CARONA    TP   29/01
                    PROC. 40339/01";"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$         1.298,00"
"27287";"2001";"27287/2001";"19/12/2001";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"CARONA  NA CONCORRÊNCIA Nº 03 - ITEM 08";"EQUIPAMENTOS DE PROCESSAMENTOS DE DADOS";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"";"R$        35.160,00"
"27286";"2001";"27286/2001";"19/12/2001";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            11,50"
"27285";"2001";"27285/2001";"19/12/2001";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27284";"2001";"27284/2001";"19/12/2001";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            23,00"
"27283";"2001";"27283/2001";"19/12/2001";"1676";"HUOL - DIVISÃO DE NUTRIÇÃO E DIETETICA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"";"GENEROS DE ALIMENTACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            20,70"
"27281";"2001";"27281/2001";"19/12/2001";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"";"MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZACAO";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            73,05"
"27280";"2001";"27280/2001";"19/12/2001";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           195,54"
"27279";"2001";"27279/2001";"19/12/2001";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"250";"DIRETORIA DE SEGURANÇA PATRIMONIAL";"";"MATERIAL DE EXPEDIENTE";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$            18,40"
"27276";"2001";"27276/2001";"19/12/2001";"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"";"MATERIAL DE COPA E COZINHA";"false";"FINALIZADA";"REQUISIÇÃO DE MATERIAL";"ALMOXARIFADO CENTRAL";"R$           167,40"
